score_margin_hma,total_points,spread_hma,spread_hma_adjusted,delta_marg2spread,Rk_hma,G_hma,PF_hma,Yds_hma,Ply_hma,Y/P_hma,TO_hma,FL_hma,1stD_hma,Cmp_hma,Att_hma,Yds.1_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_hma,Att.1_hma,Yds.2_hma,TD.1_hma,Y/A_hma,1stD.2_hma,Pen_hma,Yds.3_hma,1stPy_hma,Sc%_hma,TO%_hma,EXP_hma,Rk_po_hma,G_po_hma,Cmp_po_hma,Att_po_hma,Cmp%_hma,Yds_po_hma,TD_po_hma,TD%_hma,Int_po_hma,Int%_hma,Lng_hma,Y/A_po_hma,AY/A_hma,Y/C_hma,Y/G_hma,Rate_hma,Sk_hma,Yds.1_po_hma,NY/A_po_hma,ANY/A_hma,Sk%_hma,4QC_hma,GWD_hma,EXP_po_hma,Rk_hma,G_hma,Att_hma,Yds_hma,TD_hma,Lng_ro_hma,Y/A_hma,Y/G_ro_hma,Fmb_hma,EXP_hma,Rk_ret_hma,G_ret_hma,Ret_hma,Yds_ret_hma,TD_ret_hma,Lng_hma,Y/R_hma,Rt_hma,Yds.1_hma,TD.1_ret_hma,Lng.1_hma,Y/Rt_hma,APYd_hma,Rk_hma,G_hma,FGA_hma,FGM_hma,FGA.1_hma,FGM.1_hma,FGA.2_hma,FGM.2_hma,FGA.3_hma,FGM.3_hma,FGA.4_hma,FGM.4_hma,FGA.5_hma,FGM.5_hma,Lng_kp_hma,FG%_hma,XPA_hma,XPM_hma,XP%_hma,KO_hma,KOYds_hma,TB_hma,TB%_hma,KOAvg_hma,Pnt_hma,Yds_hma,Lng.1_kp_hma,Blck_hma,Y/P_kp_hma,Rk_oconv_hma,G_oconv_hma,3DAtt_hma,3DConv_hma,3D%_hma,4DAtt_hma,4DConv_hma,4D%_hma,RZAtt_hma,RZTD_hma,RZPct_hma,Rk_hma,G_hma,#Dr_hma,Plays_hma,Sc%_odriv_hma,TO%_odriv_hma,Plays.1_hma,Yds_odriv_hma,Time_hma,Pts_hma,Rk_td_hma,G_td_hma,PF_td_hma,Yds_hma,Ply_td_hma,Y/P_hma,TO_td_hma,FL_td_hma,1stD_td_hma,Cmp_hma,Att_td_hma,Yds.1_td_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_td_hma,Att.1_td_hma,Yds.2_td_hma,TD.1_hma,Y/A_td_hma,1stD.2_td_hma,Pen_td_hma,Yds.3_td_hma,1stPy_td_hma,Sc%_hma,TO%_hma,EXP_td_hma,G_hma,Att_hma,Cmp_ad_hma,Yds_ad_hma,TD_ad_hma,DADOT_hma,Air_hma,YAC_hma,Bltz_hma,Bltz%_hma,Hrry_hma,Hrry%_hma,QBKD_hma,QBKD%_hma,Sk_ad_hma,Prss_hma,Prss%_hma,MTkl_hma,Rk_hma,G_pd_hma,Cmp_hma,Att_pd_hma,Cmp%_pd_hma,Yds_hma,TD_hma,TD%_pd_hma,Int_pd_hma,PD_hma,Int%_pd_hma,Y/A_hma,AY/A_pd_hma,Y/C_pd_hma,Y/G_hma,Rate_pd_hma,Sk_hma,Yds.1_hma,QBHits_hma,TFL_hma,NY/A_pd_hma,ANY/A_pd_hma,Sk%_pd_hma,EXP_hma,Rk_rd_hma,G_hma,Att_hma,Yds_rd_hma,TD_rd_hma,Y/A_rd_hma,Y/G_rd_hma,EXP_rd_hma,Rk_hma,G_retd_hma,Ret_retd_hma,Yds_hma,TD_hma,Y/R_retd_hma,Rt_retd_hma,Yds.1_retd_hma,TD.1_retd_hma,Y/Rt_retd_hma,Rk_kpd_hma,G_hma,FGA_kpd_hma,FGM_kpd_hma,FG%_kpd_hma,XPA_kpd_hma,XPM_kpd_hma,XP%_kpd_hma,Pnt_kpd_hma,Yds_kpd_hma,Blck_kpd_hma,Y/P_kpd_hma,Rk_hma,G_dconv_hma,3DAtt_dconv_hma,3DConv_dconv_hma,3D%_dconv_hma,4DAtt_dconv_hma,4DConv_dconv_hma,4D%_dconv_hma,RZAtt_dconv_hma,RZTD_dconv_hma,RZPct_dconv_hma,Rk_ddriv_hma,G_hma,#Dr_ddriv_hma,Plays_ddriv_hma,Sc%_ddriv_hma,TO%_ddriv_hma,Plays.1_ddriv_hma,Yds_hma,Time_ddriv_hma,Pts_ddriv_hma
-6,32,3,-3,3,12,0,-58,-990,20,-1.1,-1,-4,-48,53,98,-354,-9,3,-1.6,6,-75,-636,-8,-0.7,-46,6,127,-8,-0.9,-0.5,-122.78,8,0,53,98,-2.1,-354,-9,-2.6,3,0.1,-18,-1.9,-2.4,-2.4,-22.2,-18.5,-3,14,-1.6,-2.1,-1.5,2,0,-103.5,20,0,-75,-636,-8,10,-0.7,-39.8,-2,-30.92,-22,0,9,121,0,19,3.3,14,423,1,66,2.5,-401,-12,0,0,0,3,3,6,7,3,5,-2,0,10,15,2,0.256,-6,-1,0.113,1,199,-11,-0.136,1.7,8,489,5,-2,2.2,2,0,24,-3,-0.063,5,4,0.042,-4,-11,-0.148,1,0,-1,30,-0.9,-0.5,0.2,-5.4,0.002083333,-0.41,-15,0,-105,-773,-16,-0.7,-4,1,-35,-8,6,-436,-2,-5,-0.9,-18,-34,-337,-8,-0.5,-32,12,138,15,-12,-1.8,89.99,0,6,-8,-436,-2,-0.4,-200,-16,-28,-0.055,0,-0.003,9,0.016,12,21,0.028,-42,-13,0,-8,6,-2.2,-436,-2,-0.4,-5,15,-1,-0.7,-0.3,-0.6,-27.2,-2.1,12,108,18,9,-0.9,-0.6,1.9,33.54,-12,0,-34,-337,-8,-0.5,-21,66.99,22,0,-8,-27,0,2.1,14,166,-1,-4.4,12,0,-4,-6,-0.068,-6,-5,0.012,21,937,0,-0.4,9,0,25,7,-0.014,-2,-4,-0.117,-5,-5,-0.039,13,0,11,-15,-12,-1.8,-0.5,-6.4,-0.008333333,-0.66
-2,72,3,-3,-1,9,0,-53,-689,-32,-0.5,-2,-2,-33,25,66,95,-8,0,-0.6,8,-101,-784,-3,-0.8,-46,13,210,5,-1.3,-1.3,-62.92,-4,0,25,66,-3.3,95,-8,-2.2,0,-0.3,2,-0.7,-1,-0.4,5.9,-11.7,3,37,-0.6,-0.9,-0.3,2,1,-23.49,25,0,-101,-784,-3,-16,-0.8,-49,-9,-44.89,-3,0,1,148,1,61,8.5,1,123,0,33,3,-383,-7,0,0,0,-2,-2,3,4,0,0,5,4,6,6,6,0.068,-2,1,0.067,-7,-318,-27,-0.291,1.3,3,462,8,-2,5.6,-8,0,11,5,0.002,-3,-3,-0.065,-6,-7,-0.052,9,0,-7,-31,-1.3,-1.3,0.1,-2.7,-0.004166667,-0.24,3,0,44,424,32,0.2,-10,-2,49,25,16,417,8,-8,0.5,45,15,7,8,-0.2,-9,20,74,13,-2.1,-3.6,-102.75,0,16,25,417,8,-0.2,210,406,-17,-0.032,-3,-0.006,-9,-0.018,1,-11,-0.021,-3,5,0,25,16,2.6,417,8,1.3,-8,-5,-1.5,0.6,1.6,0.5,26.1,15.4,1,69,-14,7,0.5,1.4,0,-98.1,1,0,15,7,8,-0.2,0.5,-0.55,3,0,-12,-205,0,-4.2,22,379,-1,-3.4,6,0,-19,-19,-0.097,16,11,-0.058,8,137,3,-4.6,22,0,8,18,0.077,-6,-6,-0.097,7,13,0.137,1,0,1,18,-2.1,-3.6,0,2.6,0.00625,0.31
-6,50,-6.5,6.5,12.5,-10,0,79,-68,-33,0.1,-12,-4,-25,23,10,97,13,-8,0.3,4,-25,-165,-4,-0.1,-25,2,34,-4,9.9,-6.9,133.05,-5,0,23,10,3.1,97,13,2.3,-8,-1.5,7,-0.1,1.1,-0.6,6,16.5,-18,-63,0.3,1.5,-3.2,0,-1,115.49,3,0,-25,-165,-4,7,-0.1,-10.3,-11,10.99,6,0,-5,-16,0,-2,0.5,0,-99,0,-4,-3,-157,-5,0,1,1,-5,-5,1,2,-2,1,-1,2,-6,1,4,0.318,20,22,0.077,13,1148,-1,-0.093,3.9,-9,-343,3,-1,1,-19,0,-1,15,0.085,-2,0,0.054,1,6,0.088,16,0,-15,-39,9.9,-6.9,0.3,2.9,0.020833333,0.64,-16,0,-106,-948,-62,-0.6,-4,0,-34,-12,-5,-602,-7,-4,-1.2,-24,-75,-346,-3,-0.1,-17,-4,11,7,-10.1,0.7,70.62,0,-5,-12,-602,-7,-1.3,-477,106,-9,-0.022,0,-0.002,-6,-0.01,18,12,0.015,-22,-18,0,-12,-5,-1.6,-602,-7,-1.2,-4,18,-0.7,-0.8,-0.7,-0.9,-37.6,-5.9,18,128,10,4,-1.2,-1.1,3,76.87,-13,0,-75,-346,-3,-0.1,-21.6,4.83,-6,0,-16,-30,2,7.4,18,418,-1,-0.6,4,0,-12,-11,-0.008,-9,-7,0.033,14,577,0,-1.1,1,0,0,0,0,0,-3,-0.125,-6,-4,-0.009,-8,0,-10,-69,-10.1,0.7,-0.1,-3.4,-0.003472222,-0.49
-5,29,-11,11,16,-23,0,179,1118,56,0.8,-4,-6,59,67,46,915,28,2,1.2,38,12,203,2,0.4,20,3,28,1,10.9,-2.5,156.03,-13,0,67,46,6.8,915,28,4.8,2,0.2,9,1,1.9,0.5,57.2,25.4,-2,-6,1.2,1.9,-0.9,3,3,129.05,-7,0,12,203,2,-30,0.4,12.7,-6,28.95,10,0,2,-39,0,0,-2.8,-8,-159,0,1,0.6,870,-20,0,0,0,-1,-1,-4,-4,4,4,-4,-3,-8,-7,6,0.031,30,28,0.012,19,1411,22,0.154,3,-5,117,-4,-1,5.5,-3,0,-9,4,0.038,-8,-6,-0.065,15,22,0.269,-14,0,11,48,10.9,-2.5,-0.1,4.4,-0.002083333,0.97,6,0,14,500,66,0.2,0,-3,23,62,100,753,1,3,0.1,38,-40,-253,4,-0.2,-18,6,122,3,-1.5,-0.2,-18.87,0,100,62,753,1,1,667,84,88,0.08,9,-0.001,2,-0.013,6,17,-0.014,-9,15,0,62,100,-0.8,753,1,-0.4,3,5,0.2,-0.1,-0.2,0.1,47.1,-3,6,-72,2,14,0.1,0,-0.1,-35.99,-5,0,-40,-253,4,-0.2,-15.8,14.2,-10,0,3,-33,0,-2.2,-3,-95,-1,-0.8,21,0,-1,-3,-0.06,2,-3,-0.147,1,-65,1,-2,7,0,19,14,0.025,5,-1,-0.176,-3,5,0.117,14,0,11,65,-1.5,-0.2,0,0.8,-0.011111111,0.02
8,26,-13,13,5,-9,0,92,1238,122,0.5,3,0,55,71,73,988,8,3,1.2,28,74,250,6,-0.1,32,-10,21,-5,0.7,-0.1,84.03,-16,0,71,73,4.3,988,8,1.1,3,0.3,3,0.6,0.7,0.3,61.8,8.8,-25,-141,1.2,1.3,-4.7,0,1,82.92,-9,0,74,250,6,-19,-0.1,15.6,-1,-18.63,-2,0,14,7,0,14,-4.5,-11,-272,0,-7,-1.3,965,-22,0,0,0,4,3,-1,-2,1,-2,-4,-4,-2,-7,-4,-0.169,19,17,-0.008,7,797,24,0.262,4.6,3,188,-8,0,0.8,-27,0,28,26,0.07,-5,-6,-0.165,16,14,0.116,-22,0,17,120,0.7,-0.1,0.1,4,0.001388889,0.28,-8,0,-61,-1078,-57,-0.7,0,-3,-73,-41,-26,-756,-5,3,-1.1,-45,-44,-322,-2,-0.3,-24,-10,-99,-4,-13.6,-0.2,152.83,0,-26,-41,-756,-5,-0.1,-787,-153,-6,-0.001,-16,-0.022,-15,-0.022,13,-18,-0.021,-20,-15,0,-41,-26,-4.3,-756,-5,-0.7,3,-7,0.7,-1,-1.4,-0.8,-47.2,-12.8,13,27,-5,-8,-1.1,-1.5,2.3,118.58,-7,0,-44,-322,-2,-0.3,-20.1,36.19,2,0,-2,65,1,3.6,-15,-173,-1,6.1,23,0,-10,-10,-0.043,1,3,0.065,29,1476,0,1.3,-18,0,5,-17,-0.092,3,-2,-0.182,-13,-3,0.079,22,0,19,-67,-13.6,-0.2,-1.1,-9.4,-0.025,-0.65
14,40,-9.5,9.5,-4.5,-24,0,188,1016,27,0.9,-4,-4,30,-64,-111,-287,15,0,1,-36,156,1303,11,1.1,75,23,327,-9,11.8,-2,175.09,3,0,-64,-111,1.2,-287,15,4.4,0,0.6,17,0.7,1.3,1,-17.9,16.1,-18,-130,1,1.5,-1.5,1,1,48.23,-18,0,156,1303,11,-8,1.1,81.4,5,119.15,9,0,7,16,0,0,-2.4,-13,-175,1,45,4.8,789,-18,0,0,0,5,5,-4,-5,0,0,-1,-2,-3,-5,0,-0.072,30,31,0.068,21,1687,35,0.279,4.5,-13,-543,-12,-1,0.6,-29,0,9,29,0.124,-3,-2,-0.004,19,19,0.17,-4,0,3,24,11.8,-2,0,5.4,0.009027778,0.96,-7,0,-54,-313,-29,-0.1,0,1,-6,-8,22,-271,0,-1,-0.6,-2,-50,-42,-2,0.5,-19,-11,-35,15,-11.5,0.2,49.25,0,22,-8,-271,0,0.8,-226,-26,125,0.186,-1,-0.003,13,0.018,-1,11,0.013,37,-10,0,-8,22,-3.8,-271,0,-0.1,-1,-8,-0.2,-0.8,-0.7,-0.6,-16.9,-6,-1,-51,9,-3,-0.6,-0.5,-0.4,31.56,-2,0,-50,-42,-2,0.5,-2.6,14.58,-9,0,-6,-124,0,-3.6,-11,-276,-1,-1.1,19,0,-12,-16,-0.222,-1,-4,-0.102,6,249,0,-0.6,-22,0,-13,-26,-0.106,17,5,-0.154,-14,-2,0.114,11,0,6,-41,-11.5,0.2,-0.5,-3.2,-0.013888889,-0.4
1,43,-4.5,4.5,3.5,-5,0,54,560,100,0,7,-2,39,13,81,301,10,9,-0.3,-1,4,259,3,0.6,23,26,219,17,-5.6,2.7,13.14,-1,0,13,81,-6.2,301,10,1.4,9,1.2,28,-0.3,-0.5,0.8,18.8,-6.7,15,91,-0.3,-0.6,1,3,2,-6.85,-10,0,4,259,3,2,0.6,16.2,11,32.78,-1,0,6,2,1,53,-2.6,-5,-140,0,-2,-1,510,2,0,0,0,0,-2,-5,-5,-4,-4,-1,-3,-13,-17,-1,-0.232,3,3,0.01,1,219,16,0.208,2.1,8,484,-5,0,1.8,-12,0,22,10,0.009,13,1,-0.207,5,9,0.146,-25,0,23,87,-5.6,2.7,-0.3,-0.6,-0.011805556,0.06,11,0,61,221,14,0.2,-3,0,-13,-24,-44,-9,5,-3,0.4,-6,49,230,6,0.1,-17,24,355,10,-3.7,-3,-4.12,0,-44,-24,-9,5,0.7,50,99,-32,-0.033,-5,0,-2,0.006,9,2,0.024,18,-1,0,-24,-44,1.1,-9,5,1.3,-3,-32,-0.4,0.6,1,0.7,-0.5,9.2,9,1,8,17,0.4,0.8,2,-0.44,13,0,49,230,6,0.1,14.4,14.83,1,0,18,42,0,-2.9,-15,-329,-1,0.1,-1,0,-4,-5,-0.045,16,16,0.022,16,682,0,-1,-10,0,7,-11,-0.067,0,-4,-0.222,-8,3,0.139,28,0,32,10,-3.7,-3,-1,-4.5,-0.020138889,-0.03
-2,36,6,-6,-4,-2,0,31,322,74,-0.1,2,2,21,51,64,422,7,0,0.2,23,12,-100,0,-0.3,1,2,41,-3,-0.5,0.2,21.66,-2,0,51,64,1.9,422,7,1,0,-0.2,19,0,0.3,-0.2,26.4,6.1,-2,35,0.2,0.4,-1.2,1,1,40.57,5,0,12,-100,0,-25,-0.3,-6.2,0,-26.34,4,0,3,4,0,9,-1.3,-5,-24,1,55,2.7,320,-19,0,0,0,0,0,4,2,1,-1,0,-2,2,-4,0,-0.175,10,11,0.057,2,370,26,0.332,3.3,5,439,1,-1,3.1,-6,0,15,5,-0.002,5,5,0.068,7,5,0.037,-16,0,12,76,-0.5,0.2,0,-0.3,0.001388889,0.1,13,0,67,638,-25,0.8,-5,-5,-10,-48,-33,52,10,0,0.7,-23,31,586,-1,1,11,11,114,2,1.8,-2.8,-75.26,0,-33,-48,52,10,1.9,116,-170,17,0.056,-22,-0.027,-9,-0.009,-23,-54,-0.065,13,3,0,-48,-33,-4.8,52,10,2.1,0,5,0.1,0.1,0.5,1,3.3,2.9,-23,-240,-34,-29,0.7,1.1,-3.5,-39.8,19,0,31,586,-1,1,36.6,-30.36,-4,0,4,-62,0,-3.4,-23,-495,-1,0.9,20,0,2,1,-0.021,13,14,0.042,4,208,0,0.3,1,0,6,0,-0.013,-2,-1,0.014,-1,7,0.13,20,0,16,-23,1.8,-2.8,-0.7,0.6,-0.018055556,0.18
3,71,-8,8,5,-14,0,115,1155,147,0.3,4,2,74,92,122,1135,13,2,0.8,53,31,20,1,-0.2,24,15,215,-3,7.1,1.8,85.76,-21,0,92,122,2.5,1135,13,1.6,2,-0.1,16,0.6,0.9,0.5,71,10.3,-6,40,0.8,1.1,-2.4,3,4,59.96,-2,0,31,20,1,-38,-0.2,1.3,-1,24.09,-7,0,9,37,0,53,-2.3,1,177,1,19,4.2,1484,-5,0,1,1,2,2,2,2,4,3,3,-2,9,3,4,-0.14,13,12,0.004,18,1298,30,0.247,2.4,-16,-661,-13,-1,0.9,-17,0,17,15,0.041,9,3,-0.088,13,8,0.037,-17,0,13,156,7.1,1.8,0.4,4.2,-0.009722222,0.48,19,0,116,594,8,0.6,1,2,6,-60,-61,-165,12,-1,0.5,-35,78,759,6,0.9,27,3,52,14,1.6,0,-74.76,0,-61,-60,-165,12,1.4,27,-137,-33,-0.027,-5,0.003,-19,-0.023,-9,-33,-0.027,5,-5,0,-60,-61,-3.7,-165,12,2.8,-1,-29,0,0.2,0.8,1,-10.3,7.2,-9,-145,-33,-20,0.5,1,-0.8,-22.42,21,0,78,759,6,0.9,47.4,-50.48,8,0,-10,-100,0,-0.5,-12,-304,-1,-1.3,6,0,-9,-8,0,17,16,0.003,-1,-128,0,-1.5,5,0,5,7,0.023,3,-1,-0.135,-4,4,0.11,21,0,17,-1,1.6,0,-0.6,0.1,-0.010416667,0.37
4,30,-5.5,5.5,1.5,-8,0,92,508,77,0.1,0,-5,38,81,97,629,14,5,0.3,40,-6,-121,-1,-0.2,2,7,143,-4,5.4,-0.6,61.71,-7,0,81,97,3.4,629,14,1.9,5,0.5,0,-0.1,0.1,-0.6,39.3,6.9,-14,-40,0.3,0.4,-3.3,3,3,49.28,6,0,-6,-121,-1,0,-0.2,-7.6,0,3.96,-11,0,5,-38,0,12,-3.8,11,357,1,56,2.5,738,-11,0,0,0,6,6,-1,-1,1,0,-3,-3,0,-1,0,-0.031,14,15,0.06,12,845,12,0.083,1.5,-2,13,-7,-1,1.6,1,0,7,-1,-0.018,6,3,-0.029,14,12,0.101,-11,0,8,77,5.4,-0.6,0.1,1.6,0.001388889,0.43,5,0,13,-70,-26,0.1,-4,-3,-22,-38,-27,-102,6,-1,0.2,-25,6,32,-3,0,-11,7,180,14,-3.5,-3.3,-23.36,0,-27,-38,-102,6,1.6,85,-77,-34,-0.041,-12,-0.014,-11,-0.014,-5,-28,-0.031,-8,-4,0,-38,-27,-3.6,-102,6,1.3,-1,-4,-0.1,0,0.3,0.7,-6.3,1.7,-5,-89,-19,-11,0.2,0.5,-0.5,-33.6,5,0,6,32,-3,0,2,25.47,11,0,0,62,0,2.5,0,-74,-1,-1.8,13,0,-1,-3,-0.06,9,8,-0.01,8,277,0,-1.6,-11,0,6,-11,-0.065,4,2,-0.02,-6,-1,0.039,19,0,15,-27,-3.5,-3.3,-0.7,-3.2,-0.015277778,-0.11
4,58,-7.5,7.5,3.5,-20,0,140,933,-8,1,-9,-9,46,-1,-29,605,5,0,1.6,0,48,328,7,0.2,37,11,224,9,11.4,-4,173.54,-16,0,-1,-29,3.2,605,5,1,0,0.1,-17,1.1,1.3,1.1,37.8,10.2,-27,-212,1.6,1.7,-3.9,1,2,137.45,-13,0,48,328,7,7,0.2,20.5,-12,41.22,-16,0,8,80,0,-3,0,12,347,0,-2,1.2,1331,11,0,0,0,7,7,-2,-1,1,1,-3,-2,3,5,-2,0.071,12,11,-0.014,21,1293,-10,-0.263,-0.3,-22,-1134,-12,1,-2,-1,0,-16,1,0.034,-1,-3,-0.089,12,11,0.083,10,0,-8,-5,11.4,-4,0.3,7,0.005555556,0.66,-12,0,-62,-913,-29,-0.7,8,4,-14,29,21,7,-8,4,-0.5,11,-73,-920,3,-1.4,-32,-13,-40,7,-8.2,4.9,66.58,0,21,29,7,-8,-0.8,146,103,-74,-0.14,31,0.044,-18,-0.036,23,36,0.043,-40,1,0,29,21,2.9,7,-8,-1.6,4,-2,0.7,0,-0.6,-0.4,0.4,-5.6,23,178,8,26,-0.5,-1.1,3.6,32.48,-27,0,-73,-920,3,-1.4,-57.5,44.43,16,0,-6,7,0,1.8,33,672,1,-1.8,-11,0,-15,-14,-0.042,-3,-2,0.023,5,35,1,-3.1,-6,0,-7,-5,-0.009,-2,-4,-0.196,-6,-5,-0.023,-16,0,-12,-44,-8.2,4.9,0.1,-3,0.00625,-0.29
12,26,-10,10,-2,-14,0,93,308,-19,0.4,-4,-6,27,-2,-22,288,5,2,0.8,6,17,20,2,-0.2,8,-9,-40,13,8.4,-1.8,67.09,-7,0,-2,-22,2.2,288,5,1,2,0.4,-2,0.5,0.6,0.4,18,5.5,-14,-144,0.8,0.8,-1.9,2,2,60.37,-2,0,17,20,2,-24,-0.2,1.2,-3,8.74,14,0,9,122,1,59,1,-19,-549,-1,-58,-6.7,-92,-4,0,1,1,5,5,-8,-6,4,4,3,5,5,9,1,0.129,3,4,0.03,16,812,8,-0.041,-2.1,-3,-310,-9,0,-2.5,-2,0,-11,1,0.024,-17,-11,0.096,12,11,0.083,-3,0,2,-14,8.4,-1.8,-0.1,1.6,-0.000694444,0.4,-16,0,-86,-341,-23,-0.2,12,5,-7,3,4,165,-11,7,0,1,-51,-506,4,-0.6,-13,-14,10,5,-12.6,6.2,105.77,0,4,3,165,-11,0.2,-62,400,66,0.097,17,0.025,-1,-0.003,24,40,0.058,-4,4,0,3,4,0.1,165,-11,-2,7,-4,1.3,0.7,-0.3,1.1,10.3,-9.1,24,266,26,24,0,-1,4,111.49,-13,0,-51,-506,4,-0.6,-31.6,4.24,-14,0,-5,127,2,6.5,6,-39,0,-7.4,4,0,-15,-16,-0.129,-3,-4,-0.026,7,239,1,-1.4,-24,0,-24,-33,-0.121,10,2,-0.163,-11,-10,-0.064,-2,0,-1,-38,-12.6,6.2,-0.2,-1.8,-0.002083333,-0.53
26,46,-7,7,-19,-17,0,105,238,3,0.2,-6,-6,4,56,75,555,16,0,0.5,5,-38,-317,-1,-0.5,-11,-2,16,10,4.2,-4.3,83.35,-12,0,56,75,1.2,555,16,2,0,-0.2,12,-0.2,0.3,-0.6,34.7,7.8,-34,-219,0.5,1,-5.5,3,3,109.7,8,0,-38,-317,-1,4,-0.5,-19.9,2,-17.11,-12,0,14,124,0,28,-0.5,-2,-94,-1,-54,-1.5,104,-6,0,0,0,3,3,-8,-6,0,1,-5,-2,-10,-4,4,0.164,12,9,-0.059,12,714,-11,-0.226,-0.5,6,120,-10,0,-2.1,-19,0,17,20,0.06,-8,-9,-0.178,4,9,0.135,-7,0,9,-7,4.2,-4.3,-0.3,0,-0.006944444,0.42,-19,0,-112,-1334,-25,-1.2,10,3,-62,-42,-15,-749,-10,7,-1.6,-29,-49,-585,0,-0.8,-32,4,185,-1,-14,4.4,175.44,0,-15,-42,-749,-10,0.6,-320,-273,62,0.092,38,0.06,25,0.05,39,102,0.161,1,-16,0,-42,-15,-6.1,-749,-10,-1.7,7,4,1.4,-0.7,-1.7,0.1,-46.8,-19.4,39,301,64,58,-1.6,-2.5,6.6,145.36,-18,0,-49,-585,0,-0.8,-36.6,34.6,11,0,3,150,0,4.1,23,493,0,-1,6,0,-14,-13,-0.035,-11,-11,-0.007,22,904,0,-1.7,-8,0,12,-8,-0.059,4,-5,-0.375,-13,-12,-0.082,7,0,8,-39,-14,4.4,-0.5,-8.6,-0.005555556,-0.68
-6,68,-7.5,7.5,13.5,-11,0,73,888,-100,1.5,-6,-2,8,11,-35,1090,14,-4,2.1,21,-67,-202,-3,0.2,-9,-3,-56,-4,9.9,-3,145.35,-23,0,11,-35,6.1,1090,14,2.7,-4,-0.6,5,2.4,3.2,2.4,68.1,26.6,2,-40,2.1,2.9,0.8,-1,-1,138.48,7,0,-67,-202,-3,-7,0.2,-12.7,1,18.88,-3,0,-3,-74,0,-10,-2.2,5,-42,-1,-74,-4.5,616,17,0,0,0,5,5,-6,-4,-2,-2,0,1,-3,0,-1,0.077,7,5,-0.045,11,692,-4,-0.139,0,-16,-819,-5,0,-1.2,-8,0,-20,6,0.068,-11,-10,-0.141,2,3,0.04,18,0,-16,-103,9.9,-3,0,8.4,-0.004166667,0.64,5,0,40,441,47,0.1,-8,0,47,37,0,245,-2,-8,0.2,30,30,196,11,0.1,19,-23,-117,-2,3.7,-4,-100.64,0,0,37,245,-2,-1.2,-176,627,30,0.048,7,0.011,-8,-0.015,17,16,0.025,15,5,0,37,0,6.9,245,-2,-0.4,-8,-30,-1.4,0.7,1.3,-0.1,15.3,13.5,17,138,7,20,0.2,0.7,2.9,-68.36,3,0,30,196,11,0.1,12.3,-27.59,3,0,-10,-42,0,0.8,16,290,0,-2.4,-16,0,-7,-8,-0.062,6,6,0.003,-8,-512,1,-2.6,2,0,-8,5,0.042,5,1,-0.101,5,3,-0.003,-15,0,-12,40,3.7,-4,0.6,5.1,0.021527778,0.4
24,30,-11,11,-13,-22,0,157,694,-47,1,-6,-6,9,-115,-175,-709,8,0,0.8,-59,144,1403,11,1.4,74,21,286,-6,12.3,-2.2,153.43,5,0,-115,-175,-0.7,-709,8,3.4,0,0.8,-2,0.7,1,1.2,-44.3,10,-16,-165,0.8,1.1,-0.3,0,0,7.66,-23,0,144,1403,11,17,1.4,87.6,5,145.49,5,0,4,12,0,-9,-1.1,-8,-151,0,-10,2.1,469,1,0,0,0,5,5,-8,-7,-1,1,-1,0,-5,-1,0,0.103,20,20,0.011,19,1317,9,-0.053,1.2,-18,-982,-13,0,-2.5,-23,0,-6,24,0.126,-8,-7,-0.072,12,14,0.133,12,0,-9,-52,12.3,-2.2,0,5.7,0.007638889,0.86,-20,0,-121,-951,-4,-0.9,5,6,4,40,55,-323,-10,-1,-1.3,21,-81,-628,-1,-0.5,-30,-22,-149,13,-13.3,3,124.51,0,55,40,-323,-10,-1.1,-342,144,108,0.13,21,0.024,22,0.027,22,65,0.078,24,-13,0,40,55,1,-323,-10,-2.2,-1,-13,-0.3,-0.9,-1.2,-1.6,-20.2,-8.9,22,189,43,26,-1.3,-1.6,3.1,71.36,-21,0,-81,-628,-1,-0.5,-39.2,44.94,-5,0,-10,-62,0,-0.2,12,219,0,-2,-1,0,-14,-17,-0.201,-14,-18,-0.144,2,41,0,-0.9,-23,0,-19,-26,-0.093,19,6,-0.168,-13,-9,-0.016,-9,0,-10,-18,-13.3,3,0.2,-3.8,0.004166667,-0.58
